;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
S22;Resting Open;0.029612335;0.027084176;0.017339258;0.057756258;0.024741921;0.025327446;0.018900469;0.058138878;0.024724508;0.025604774;0.018066023;0.057015417;0.026318913;0.025687839;0.017177005;0.055600297;0.02553362;0.023679581;0.016179578;0.052753199;0.022562276;0.025098052;0.017007205;0.054749255;0.023953415;0.022691192;0.018792015;0.055360905;-6.00175;12.6746;1.25565;-0.392123
S23;Resting Open;0.026117965;0.033000164;0.045580544;0.025553555;0.025094054;0.034590387;0.045650094;0.022928447;0.023592654;0.033230772;0.048916654;0.022531215;0.026824801;0.033336595;0.048010505;0.03241306;0.026053917;0.031895645;0.045066762;0.02709712;0.022367389;0.028161571;0.044674213;0.016717798;0.022589609;0.0283805;0.049532861;0.019951519;0.709558;-2.75732;0.919173;3.97086
S24;Resting Open;0.027984591;0.038445413;0.028204936;0.0220497;0.029048406;0.038600362;0.029387596;0.023616796;0.026924077;0.043292751;0.033621377;0.029068746;0.031963438;0.039892401;0.03050177;0.023229068;0.035049133;0.043707323;0.034310928;0.025764647;0.025827616;0.036485318;0.033501834;0.024449591;0.031759643;0.04215194;0.035462155;0.025459348;-2.74584;-2.30814;3.42564;9.43921
S2;Resting;0.010806638;0.02583712;0.068988509;0.021714245;0.010771524;0.025900471;0.069505179;0.021915892;0.009924424;0.02763586;0.079541312;0.027813538;0.010096237;0.024230606;0.072817702;0.01687808;0.009971478;0.023798524;0.083872756;0.016477497;0.010342169;0.024079758;0.073887345;0.019327818;0.011827947;0.022316702;0.076956478;0.015385235;7.12021;-4.64246;-5.87983;-0.533519
S3;Resting;0.015262071;0.016681236;0.034593067;0.050883401;0.018358923;0.019587171;0.036547835;0.058894049;0.018410833;0.017365481;0.041214861;0.062006981;0.015415796;0.018623277;0.036382134;0.053581231;0.018375503;0.020973533;0.050887213;0.065487448;0.017590264;0.019693105;0.038641854;0.051355996;0.012935776;0.017323512;0.038573694;0.052872936;-1.05202;12.8212;-2.99704;-4.54719
S7;Resting;0.021631958;0.028018275;0.03841667;0.022155952;0.017651658;0.029685408;0.040016309;0.023536836;0.018525637;0.029806465;0.044751222;0.024531252;0.021845666;0.035731782;0.046162057;0.023916554;0.019446456;0.033335832;0.057023813;0.028721709;0.049367231;0.038666333;0.034994656;0.019456925;0.038964194;0.033091573;0.037248068;0.021496857;-0.248938;-2.97521;1.9707;4.46415
S10;Resting;0.005549823;0.012721171;0.08927234;0.012760997;0.005553831;0.011426415;0.093071226;0.012232643;0.005603374;0.011231464;0.099069063;0.012548597;0.005547611;0.01336491;0.102118663;0.013942746;0.005719847;0.014565158;0.127551561;0.015864259;0.005551476;0.011289234;0.0919942;0.011101346;0.005733815;0.0128981;0.099646177;0.011914599;12.9277;-7.98465;-8.26406;-8.46088
S13;Resting;0.026891663;0.029126025;0.024340954;0.05017243;0.026602498;0.027196294;0.024619452;0.050435692;0.027297814;0.027050785;0.025723635;0.055336291;0.025655207;0.028693453;0.025280203;0.05647977;0.026172339;0.026965938;0.023392709;0.055121543;0.026571927;0.023732481;0.019988984;0.040444696;0.0260972;0.025795052;0.021377183;0.046765569;-4.59716;10.0454;1.77721;0.849661
S14;Resting;0.014397188;0.016674321;0.068808211;0.016973634;0.01613691;0.016230966;0.076058145;0.0191452;0.017307829;0.019756632;0.093542342;0.036320974;0.014588955;0.017936798;0.072158824;0.016456529;0.014351976;0.02062506;0.079924461;0.017698967;0.013393075;0.015815868;0.07884264;0.019869762;0.013620614;0.016339868;0.085581483;0.017603747;7.98707;-4.4268;-3.84175;-5.19853
S15;Resting;0.004492372;0.010219933;0.095711089;0.015886045;0.00505393;0.011667085;0.118819854;0.01787766;0.004952979;0.011686202;0.119202792;0.016896916;0.004275102;0.010826508;0.090435342;0.015168592;0.004646623;0.012558586;0.097947492;0.015851167;0.004382019;0.010203681;0.095385284;0.013531659;0.003563339;0.009744745;0.077391355;0.012871544;12.9019;-6.77119;-8.81589;-9.44671
S16;Resting;0.018132716;0.022059064;0.07140498;0.022981415;0.018648165;0.021418712;0.071081366;0.025044447;0.017801854;0.022172886;0.061741799;0.022935389;0.016260783;0.020742377;0.070247886;0.021596033;0.015280317;0.020568273;0.067373182;0.022188975;0.013520736;0.016254191;0.075978183;0.01792901;0.012837233;0.016985389;0.08934799;0.019101747;6.56947;-3.77146;-3.24347;-3.61374
S18;Resting;0.018743627;0.03327062;0.035703177;0.032399878;0.015141944;0.03644078;0.038279791;0.036290258;0.01556389;0.041803872;0.048786004;0.040905677;0.022475719;0.036690279;0.03442728;0.034410716;0.017864798;0.033434789;0.040657127;0.037900037;0.0150235;0.03527331;0.040231548;0.032774819;0.017206082;0.031524219;0.036792684;0.033412146;-1.09685;2.76937;-2.5483;6.30455
S19;Resting;0.012560379;0.028016371;0.064792631;0.015759287;0.01405708;0.030999572;0.067428135;0.017304209;0.015462651;0.03362063;0.065747965;0.022877147;0.01164485;0.02687243;0.062844657;0.015098253;0.017990217;0.035225066;0.081904594;0.020289809;0.013075147;0.03435789;0.085457781;0.020660612;0.010291151;0.02755393;0.069090649;0.014982833;6.14737;-5.50774;-4.45466;3.32396
S22;Resting;0.014496297;0.016619548;0.039696008;0.054360523;0.014014685;0.016670157;0.041357188;0.054610569;0.013868098;0.016093969;0.039776818;0.053541748;0.01228927;0.016928062;0.043592666;0.053933418;0.012174709;0.018869477;0.040718752;0.053387679;0.013646959;0.015229665;0.03932469;0.052875776;0.012444041;0.015863728;0.046722608;0.054232568;-0.489653;11.6828;-4.57923;-5.82241
S23;Resting;0.011276084;0.010652038;0.092593249;0.01426347;0.011137001;0.010340885;0.093732227;0.01355194;0.010530895;0.010764072;0.100329458;0.013033326;0.011780861;0.010867333;0.101482471;0.016960395;0.011231385;0.010145445;0.110249699;0.014372796;0.009780741;0.009702789;0.086980801;0.009769245;0.010058854;0.010434363;0.107569581;0.010931861;12.6678;-7.82307;-5.74867;-9.7931
S24;Resting;0.008399111;0.007447936;0.084911482;0.006367291;0.008404777;0.007926498;0.078180917;0.006918917;0.008883473;0.008693306;0.111783888;0.008874833;0.00772029;0.007958444;0.122312652;0.00704859;0.007094702;0.008819438;0.142116514;0.008631026;0.008007909;0.007367922;0.077641373;0.00692914;0.007050458;0.007702342;0.173091256;0.008332355;15.3247;-10.5417;-7.15359;-11.3696
S2;Form;0.035570617;0.04182279;0.023431485;0.029663602;0.035524702;0.041817279;0.023415983;0.029871061;0.034123739;0.042279561;0.023019696;0.034205904;0.03178625;0.040694889;0.022614415;0.026188283;0.032544468;0.040278103;0.022962774;0.02718885;0.029939733;0.036523341;0.021754323;0.025252714;0.030547139;0.035281844;0.022493377;0.02101979;-4.7916;-0.958572;4.85619;9.11006
S3;Form;0.052249373;0.035162155;0.015021898;0.024987008;0.053241485;0.035653433;0.015922832;0.026631291;0.052038029;0.035196705;0.016143502;0.028108784;0.048963173;0.034931474;0.014692274;0.024614023;0.047118861;0.03678346;0.015517066;0.025726383;0.044209819;0.029708253;0.014129268;0.0235781;0.040889536;0.030539193;0.013869107;0.022878385;-6.59219;-2.09409;12.2972;5.36085
S7;Form;0.062084977;0.034565656;0.013041166;0.013933057;0.058948993;0.033028461;0.013037476;0.015704477;0.083266967;0.046278532;0.014408209;0.017785094;0.071055702;0.035842269;0.013970253;0.013941286;0.060952656;0.038580783;0.014159883;0.013899768;0.051232276;0.029033468;0.01180435;0.013571088;0.049887223;0.029693753;0.012152397;0.012013727;-7.01125;-7.28592;18.9714;6.11152
S10;Form;0.047893668;0.036106624;0.017362527;0.013968194;0.047352089;0.035445946;0.017652514;0.013728287;0.04690704;0.035718596;0.018451743;0.013667887;0.048139016;0.037116231;0.018098779;0.014907359;0.050404783;0.039337785;0.020551584;0.017741517;0.068522744;0.038243722;0.017663278;0.012713183;0.044046298;0.034974824;0.017589287;0.013207366;-5.88379;-7.32592;13.2673;7.08556
S13;Form;0.027481607;0.03537398;0.02163607;0.047188839;0.023286011;0.033671171;0.021549396;0.048398757;0.022633955;0.036446127;0.022345522;0.051668364;0.026917548;0.033909913;0.025550011;0.047782465;0.026362116;0.032958958;0.024451116;0.048348952;0.017684932;0.027103106;0.017844981;0.037988411;0.023374244;0.029863501;0.022089458;0.042061927;-4.9237;7.93483;0.607447;4.5797
S14;Form;0.019180142;0.020468942;0.052621745;0.031678531;0.023367297;0.0216402;0.085618278;0.058014193;0.02750222;0.022327184;0.0779483;0.066389686;0.024232665;0.020509277;0.044679967;0.032335872;0.021393287;0.02115486;0.03948082;0.034811345;0.019935164;0.018173287;0.040876078;0.024591429;0.017443311;0.017216491;0.029161797;0.017881918;2.34018;3.74831;-0.490522;-3.50921
S15;Form;0.060411101;0.02735362;0.020962048;0.012712563;0.067114541;0.02932534;0.020929662;0.012834629;0.066829797;0.029968521;0.019662996;0.012251995;0.056350778;0.026936779;0.021656347;0.014045899;0.049203411;0.025734549;0.023422021;0.01519703;0.041274812;0.02072466;0.020699289;0.010396094;0.036443127;0.019123267;0.027802828;0.011595604;-4.99659;-8.07545;14.8941;-0.0396991
S16;Form;0.055444733;0.037951035;0.013894057;0.017531011;0.058569381;0.037724295;0.014290727;0.018637413;0.05827727;0.035986944;0.013964995;0.018533621;0.056766632;0.036854382;0.013992647;0.018607779;0.056257302;0.035458617;0.01421894;0.019577849;0.045125747;0.032851549;0.013359249;0.015169229;0.043597549;0.031264385;0.01301689;0.016026378;-6.87235;-5.68231;14.7191;6.31365
S18;Form;0.022071144;0.031268769;0.030740318;0.036995417;0.021555875;0.033113593;0.034147849;0.045604798;0.021378806;0.036886219;0.037198571;0.055363297;0.022837561;0.030998274;0.029093834;0.039053472;0.024082714;0.035149707;0.031142187;0.040018598;0.018582067;0.028811213;0.036338655;0.034890026;0.019380251;0.02918233;0.029592108;0.031306848;-2.58375;5.08299;-0.652692;4.17014
S19;Form;0.01926952;0.037762371;0.043755962;0.020397028;0.021456875;0.040230811;0.046508139;0.021621743;0.021082379;0.038951944;0.049043037;0.025245259;0.018937846;0.037786625;0.044398927;0.019696973;0.020162054;0.041974465;0.057082535;0.021196707;0.016700127;0.040252042;0.056609641;0.022229846;0.015180899;0.03157526;0.043476893;0.017396103;1.06164;-4.07305;-1.85499;8.12484
S22;Form;0.036989774;0.030426674;0.015496924;0.037687483;0.03836666;0.030617741;0.015197454;0.038365372;0.038793792;0.030263369;0.014684273;0.039762664;0.037446413;0.030233822;0.015544477;0.038035599;0.036689645;0.029228513;0.014985536;0.037402538;0.033591364;0.02882381;0.015786458;0.038261308;0.032146846;0.027180347;0.016945454;0.038855859;-6.49349;4.2213;6.48599;2.50706
S23;Form;0.036645699;0.03158259;0.029475627;0.02824035;0.038065567;0.031221164;0.028469228;0.027584391;0.037433407;0.030461044;0.02876341;0.027886303;0.03888454;0.03325043;0.033041238;0.034459767;0.035424546;0.032580003;0.035421211;0.032502095;0.031082632;0.028013903;0.026899444;0.018790848;0.031415566;0.029758635;0.031900498;0.023080383;-3.02173;-1.03689;6.14809;3.43952
S24;Form;0.031211321;0.034758507;0.023799879;0.023239546;0.031935228;0.037024972;0.028092135;0.046060945;0.033957495;0.040388012;0.030363472;0.042559805;0.031047435;0.037798856;0.028002882;0.023135013;0.034650495;0.042321439;0.03110125;0.024440635;0.025793151;0.033368265;0.023887438;0.021992948;0.029145392;0.037607207;0.039784913;0.021456384;-3.42819;-0.385128;4.00574;7.65418
2S1;Resting Open;0.019572718;0.02259626;0.015029844;0.038346311;0.021710677;0.02401542;0.015834651;0.043255094;0.024777;0.022476813;0.015513963;0.047974139;0.019062486;0.01873156;0.014929812;0.041725606;0.020000897;0.016331431;0.015716479;0.052161674;0.028357367;0.032484527;0.018658288;0.051012134;0.027796415;0.029842598;0.019741887;0.054154546;-6.3114;8.34042;0.125093;-1.15701
2S2;Resting Open;0.019651014;0.041859721;0.039408156;0.034210142;0.014112183;0.037700109;0.042616974;0.037270617;0.018623891;0.040898527;0.047317375;0.046495985;0.012496424;0.030930854;0.03996728;0.028474793;0.022236679;0.035562269;0.037659276;0.026451621;0.013474724;0.034394761;0.0425418;0.033484949;0.014131346;0.030498944;0.042107051;0.027545866;-0.49466;1.79579;-3.08736;6.61705
2S3;Resting Open;0.016261565;0.03968091;0.025426589;0.022924665;0.015643973;0.040798405;0.028584242;0.021728668;0.014027833;0.045198106;0.034912186;0.02212278;0.015114246;0.033928588;0.023813663;0.019670804;0.008970794;0.024964876;0.019252819;0.015168513;0.021728453;0.058645386;0.048921461;0.030996405;0.015078254;0.037229167;0.039597608;0.025505959;-2.9985;-3.27002;-3.62721;9.27267
2S4;Resting Open;0.050538148;0.04387738;0.024410873;0.022009018;0.047118123;0.040204132;0.030347824;0.024019146;0.051890985;0.046322493;0.037856357;0.032198815;0.020675912;0.019046332;0.024285282;0.018214695;0.016731099;0.013869637;0.021738268;0.017686692;0.044402373;0.035489013;0.032398449;0.025371613;0.028351405;0.020614388;0.031794378;0.023502174;-3.48661;-3.03084;6.75545;3.69662
2S5;Resting Open;0.014422568;0.017188746;0.032576136;0.023591448;0.016359863;0.018792821;0.043997767;0.026000345;0.019390082;0.019931725;0.072438104;0.033732714;0.014800084;0.016776299;0.054319675;0.027404351;0.014551804;0.014682114;0.089808252;0.028752084;0.023576878;0.022598818;0.026884476;0.023924841;0.018617914;0.018065024;0.034948576;0.022117843;1.42628;-1.55228;-2.62055;-4.73281
2S6;Resting Open;0.010218472;0.022478012;0.031296361;0.038283584;0.010508049;0.021569327;0.036703965;0.04027116;0.010884776;0.021205784;0.046491504;0.046600149;0.024276406;0.034979142;0.03802692;0.05922471;0.010653172;0.017708262;0.045925425;0.043052939;0.010780806;0.022538972;0.042314672;0.041596607;0.011178303;0.02188872;0.050765362;0.04208634;-0.686813;7.00435;-4.86673;-1.50101
2S7;Resting Open;0.036221442;0.024156171;0.019443639;0.02868943;0.028324914;0.02640778;0.021960513;0.03396341;0.037344951;0.026029481;0.023846608;0.038617271;0.043269814;0.022830999;0.016586124;0.024295382;0.032377138;0.017876597;0.012292658;0.018918265;0.056395677;0.034154551;0.021661352;0.029171954;0.042441477;0.02761276;0.017796177;0.023154547;-5.6618;-0.72647;8.0238;-0.0140936
2S8;Resting Open;0.015073984;0.029521155;0.033509154;0.033198812;0.017245567;0.030352778;0.036776199;0.036099118;0.017372552;0.030020705;0.037060157;0.037167365;0.012653329;0.026333345;0.029649726;0.031814724;0.011742774;0.024390469;0.02664584;0.033951464;0.021555256;0.039108272;0.04447123;0.036787612;0.017662904;0.038861291;0.033459946;0.031536158;-2.14804;2.30765;-3.18751;3.63057
2S9;Resting Open;0.013544722;0.015839695;0.031215615;0.045268263;0.012397529;0.01608967;0.034236373;0.052248057;0.013030271;0.016826215;0.030783648;0.052728472;0.014215161;0.01735127;0.043415307;0.045093437;0.009193004;0.012204863;0.026097509;0.036628503;0.015334667;0.021992558;0.044128922;0.059397806;0.013749545;0.019094315;0.052544616;0.047873432;-1.51549;9.0902;-4.67413;-5.50207
2S10;Resting Open;0.004764411;0.008070747;0.0819907;0.01000202;0.005161523;0.008369977;0.092145221;0.011625084;0.004991264;0.008595427;0.084510666;0.010780328;0.004701669;0.008452676;0.094577605;0.010836483;0.005021386;0.010213419;0.090092608;0.012456748;0.007360845;0.013675796;0.11108972;0.012820084;0.006390823;0.012896137;0.148895004;0.014632284;12.6328;-8.45428;-8.32362;-10.0507
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;-7.19629;-0.631447;5.07504;-0.339532
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;-3.08057;2.90675;-1.84164;-2.93443
2S13;Resting Open;0.028271141;0.026132118;0.028182309;0.031646598;0.032149265;0.030446587;0.036630845;0.040288416;0.032193945;0.032934804;0.034904741;0.040716962;0.024739215;0.023226324;0.028013867;0.033281433;0.02135303;0.020270649;0.040493211;0.046411998;0.033051522;0.030436862;0.03502497;0.037448109;0.02963954;0.025346413;0.029964674;0.032403324;-2.46813;3.7407;2.8622;0.855844
2S1;Resting;0.0095048;0.013388345;0.023730115;0.052762467;0.010618192;0.014375138;0.028734727;0.058661413;0.012375611;0.017174891;0.028170596;0.065208764;0.008709237;0.012615887;0.023903141;0.054926087;0.007770837;0.014546873;0.02646135;0.069053086;0.013880204;0.018647268;0.034106151;0.072577332;0.013125448;0.017654987;0.030958361;0.075909372;-3.70612;16.6208;-5.74629;-6.55749
2S2;Resting;0.012160301;0.029193852;0.048515521;0.030950838;0.009121581;0.026012776;0.063955755;0.030446727;0.010438808;0.027801561;0.082782913;0.035560962;0.007890178;0.022869953;0.057525171;0.029453118;0.011567272;0.022517048;0.054968991;0.025311086;0.01076513;0.0235645;0.081346752;0.030187967;0.009292728;0.021581085;0.08093841;0.030393314;5.0233;0.363331;-6.07157;-0.544985
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;7.90829;-4.05368;-7.50765;-8.21607
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;5.77349;-5.30409;-1.42556;-4.75273
2S5;Resting;0.005013728;0.00664728;0.065989865;0.015350399;0.006103417;0.007870734;0.102375906;0.016841981;0.005719019;0.010720453;0.165489643;0.020155521;0.00468612;0.006562915;0.079185618;0.017066163;0.004742755;0.006697074;0.108420634;0.018482316;0.006073744;0.008251831;0.099011452;0.017509493;0.004866356;0.006987545;0.071902977;0.016593871;12.2228;-5.84069;-8.41417;-11.5778
2S6;Resting;0.012944417;0.01984613;0.046201583;0.039576833;0.014124228;0.020682863;0.050967252;0.042085986;0.014249894;0.022869862;0.054022794;0.046667217;0.018783859;0.024086616;0.045282893;0.036044647;0.016427789;0.022747217;0.054716137;0.034074148;0.009635624;0.020949481;0.058226511;0.038826302;0.012476471;0.02312151;0.059549143;0.036804315;1.91177;4.58643;-4.17412;-2.32329
2S7;Resting;0.010930859;0.018795424;0.037929764;0.047777715;0.015667871;0.018069088;0.03392256;0.05070991;0.018247307;0.021768597;0.032176243;0.054288037;0.012672042;0.019593749;0.06244054;0.06141484;0.040397313;0.018528565;0.030561392;0.026933305;0.018731066;0.022474072;0.032628983;0.040904787;0.018158122;0.020276039;0.043674653;0.033367428;-0.909971;7.29894;-1.7042;-3.69485
2S8;Resting;0.007051815;0.016425505;0.066425672;0.018701188;0.007394144;0.015663026;0.072760472;0.019362714;0.007761282;0.017366737;0.100260956;0.021455306;0.006532415;0.017187831;0.072740192;0.018603754;0.007362603;0.018752874;0.077018154;0.018962165;0.008213506;0.021796002;0.089776754;0.019943062;0.008321746;0.027472204;0.091761955;0.018684129;8.37975;-4.87905;-7.34443;-4.11246
2S9;Resting;0.006461121;0.011724852;0.048258114;0.029166849;0.006597269;0.012888837;0.065735391;0.034380716;0.007682958;0.012605553;0.081196416;0.040319368;0.00643827;0.011193178;0.059761397;0.03304979;0.004554157;0.00905398;0.065815081;0.037620951;0.008496225;0.015560234;0.095871588;0.045089729;0.006968211;0.011773341;0.087169588;0.039119907;6.01608;3.52881;-7.72916;-8.69737
2S10;Resting;0.004902422;0.007917356;0.080046051;0.009615468;0.005731072;0.008561305;0.10293231;0.011169336;0.006007837;0.009530227;0.102223751;0.010858974;0.00367738;0.006828847;0.083579386;0.009818523;0.003600011;0.006799002;0.076763783;0.010439514;0.007574516;0.010393977;0.13424268;0.013761574;0.006489689;0.009410123;0.141589089;0.013574915;13.1126;-8.72077;-8.35834;-11.0368
2S11;Resting;0.027863328;0.023799624;0.018234168;0.02719102;0.029413424;0.026186167;0.020056509;0.029953058;0.033792586;0.02539606;0.020601857;0.02757741;0.024320271;0.020946629;0.017764449;0.02618924;0.025794634;0.022501235;0.022052779;0.039232193;0.040412907;0.031023166;0.02878211;0.032054064;0.033382612;0.02799204;0.027171958;0.042559657;-5.09055;1.29659;3.78644;-0.153161
2S12;Resting;0.004418553;0.014872831;0.06030568;0.007368621;0.004786827;0.015904645;0.081373179;0.00758108;0.006187199;0.018393406;0.090401207;0.007539211;0.004052579;0.016685088;0.0702938;0.00729415;0.005307016;0.01944685;0.087790311;0.006115684;0.006530442;0.02560065;0.139697875;0.009771178;0.00632842;0.029932366;0.12357158;0.010059807;10.6403;-10.3299;-8.38365;-3.56118
2S13;Resting;0.005427338;0.017296859;0.071034367;0.015301688;0.006431154;0.01855525;0.096549833;0.017792074;0.005530665;0.014935766;0.07456258;0.015090474;0.006264123;0.018720381;0.085203576;0.018073917;0.007668744;0.019049455;0.147403277;0.025937317;0.006436579;0.017616479;0.087391227;0.017272536;0.006753651;0.018708606;0.100162077;0.020138436;11.3652;-5.28083;-7.89753;-5.00506
2S1;Form;0.031211321;0.034758507;0.023799879;0.023239546;0.031935228;0.037024972;0.028092135;0.046060945;0.033957495;0.040388012;0.030363472;0.042559805;0.031047435;0.037798856;0.028002882;0.023135013;0.034650495;0.042321439;0.03110125;0.024440635;0.025793151;0.033368265;0.023887438;0.021992948;0.029145392;0.037607207;0.039784913;0.021456384;-3.42819;-0.385128;4.00574;7.65418
2S2;Form;0.019979891;0.034877716;0.020503335;0.047877263;0.019618514;0.030739922;0.023576656;0.051921503;0.020142706;0.036202905;0.029075039;0.0636959;0.019069678;0.027521887;0.019516816;0.047324426;0.018675282;0.027343964;0.021338775;0.044795644;0.019476572;0.030842253;0.026134935;0.049402125;0.019261591;0.027084161;0.021173524;0.044542502;-4.80997;9.67912;-1.59679;3.20891
2S3;Form;0.021602991;0.027788731;0.023188355;0.026112363;0.023664133;0.029516642;0.025869865;0.028627811;0.025536848;0.034746245;0.033733561;0.02967554;0.019113449;0.024968234;0.019530188;0.02290303;0.013669716;0.019153911;0.017000741;0.020131891;0.029433315;0.042160232;0.041463807;0.035487014;0.020907633;0.0290076;0.037445781;0.032635752;-3.72691;-0.717947;-0.426412;2.54551
