;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
S22;Resting Open;0.033486589;0.029429301;0.016459165;0.044387653;0.034576242;0.029700782;0.016993548;0.045605841;0.033933488;0.028069813;0.017447667;0.044048735;0.030525694;0.029451194;0.017147703;0.044286565;0.031020521;0.030020093;0.016810874;0.042738795;0.032686292;0.02843443;0.016260222;0.042498289;0.027129772;0.028103434;0.016939173;0.043481845;-6.08552;7.08298;5.7683;0.362733
S24;Resting Open;0.021425245;0.037578416;0.039560039;0.017074928;0.025594135;0.039194384;0.033022353;0.02148831;0.024184938;0.038106052;0.030239822;0.023260367;0.021278352;0.039486749;0.050528943;0.018486602;0.023468437;0.04050951;0.049830376;0.021338318;0.0230818;0.036757581;0.035677324;0.018228867;0.020025062;0.037765182;0.078644862;0.021878559;0.402068;-5.18246;0.855621;5.22676
S2;Resting;0.010806638;0.02583712;0.068988509;0.021714245;0.010771524;0.025900471;0.069505179;0.021915892;0.009924424;0.02763586;0.079541312;0.027813538;0.010096237;0.024230606;0.072817702;0.01687808;0.009971478;0.023798524;0.083872756;0.016477497;0.010342169;0.024079758;0.073887345;0.019327818;0.011827947;0.022316702;0.076956478;0.015385235;7.37049;-5.268;-5.6159;-1.81721
S3;Resting;0.015262071;0.016681236;0.034593067;0.050883401;0.018358923;0.019587171;0.036547835;0.058894049;0.018410833;0.017365481;0.041214861;0.062006981;0.015415796;0.018623277;0.036382134;0.053581231;0.018375503;0.020973533;0.050887213;0.065487448;0.017590264;0.019693105;0.038641854;0.051355996;0.012935776;0.017323512;0.038573694;0.052872936;-0.906901;13.412;-2.46751;-5.00411
S5;Resting;0.007526;0.010376674;0.065798095;0.045331007;0.006639572;0.011796371;0.078313407;0.05765797;0.008426817;0.011467909;0.082190801;0.06332936;0.007789546;0.009209836;0.061603544;0.039508737;0.007705987;0.009083688;0.063395546;0.042042404;0.006874643;0.010138759;0.060543915;0.040706309;0.007488846;0.00995662;0.059001727;0.033627159;5.71554;8.17102;-7.27358;-9.23557
S6;Resting;0.008546755;0.014735703;0.070658927;0.022947303;0.008341649;0.01488573;0.076191851;0.026279047;0.008179694;0.015166092;0.085882618;0.037296272;0.007656328;0.014504116;0.092735693;0.026191696;0.007088038;0.01304691;0.128765196;0.033214702;0.007936909;0.013910443;0.067897938;0.018487639;0.006340676;0.012510271;0.073520257;0.01525102;9.65123;-2.42762;-7.17227;-7.29565
S7;Resting;0.021631958;0.028018275;0.03841667;0.022155952;0.017651658;0.029685408;0.040016309;0.023536836;0.018525637;0.029806465;0.044751222;0.024531252;0.021845666;0.035731782;0.046162057;0.023916554;0.019446456;0.033335832;0.057023813;0.028721709;0.049367231;0.038666333;0.034994656;0.019456925;0.038964194;0.033091573;0.037248068;0.021496857;-0.103903;-3.53537;2.30273;2.09989
S10;Resting;0.005549823;0.012721171;0.08927234;0.012760997;0.005553831;0.011426415;0.093071226;0.012232643;0.005603374;0.011231464;0.099069063;0.012548597;0.005547611;0.01336491;0.102118663;0.013942746;0.005719847;0.014565158;0.127551561;0.015864259;0.005551476;0.011289234;0.0919942;0.011101346;0.005733815;0.0128981;0.099646177;0.011914599;13.2304;-8.91642;-8.29027;-8.06686
S13;Resting;0.026891663;0.029126025;0.024340954;0.05017243;0.026602498;0.027196294;0.024619452;0.050435692;0.027297814;0.027050785;0.025723635;0.055336291;0.025655207;0.028693453;0.025280203;0.05647977;0.026172339;0.026965938;0.023392709;0.055121543;0.026571927;0.023732481;0.019988984;0.040444696;0.0260972;0.025795052;0.021377183;0.046765569;-4.4868;10.5415;2.90488;-0.664646
S14;Resting;0.014397188;0.016674321;0.068808211;0.016973634;0.01613691;0.016230966;0.076058145;0.0191452;0.017307829;0.019756632;0.093542342;0.036320974;0.014588955;0.017936798;0.072158824;0.016456529;0.014351976;0.02062506;0.079924461;0.017698967;0.013393075;0.015815868;0.07884264;0.019869762;0.013620614;0.016339868;0.085581483;0.017603747;8.25483;-5.06852;-3.32494;-5.46205
S15;Resting;0.004492372;0.010219933;0.095711089;0.015886045;0.00505393;0.011667085;0.118819854;0.01787766;0.004952979;0.011686202;0.119202792;0.016896916;0.004275102;0.010826508;0.090435342;0.015168592;0.004646623;0.012558586;0.097947492;0.015851167;0.004382019;0.010203681;0.095385284;0.013531659;0.003563339;0.009744745;0.077391355;0.012871544;13.2178;-7.58362;-8.90747;-8.87433
S16;Resting;0.018132716;0.022059064;0.07140498;0.022981415;0.018648165;0.021418712;0.071081366;0.025044447;0.017801854;0.022172886;0.061741799;0.022935389;0.016260783;0.020742377;0.070247886;0.021596033;0.015280317;0.020568273;0.067373182;0.022188975;0.013520736;0.016254191;0.075978183;0.01792901;0.012837233;0.016985389;0.08934799;0.019101747;6.85063;-4.34958;-2.59124;-4.21834
S18;Resting;0.018743627;0.03327062;0.035703177;0.032399878;0.015141944;0.03644078;0.038279791;0.036290258;0.01556389;0.041803872;0.048786004;0.040905677;0.022475719;0.036690279;0.03442728;0.034410716;0.017864798;0.033434789;0.040657127;0.037900037;0.0150235;0.03527331;0.040231548;0.032774819;0.017206082;0.031524219;0.036792684;0.033412146;-0.946565;2.64391;-1.7859;3.60588
S19;Resting;0.012560379;0.028016371;0.064792631;0.015759287;0.01405708;0.030999572;0.067428135;0.017304209;0.015462651;0.03362063;0.065747965;0.022877147;0.01164485;0.02687243;0.062844657;0.015098253;0.017990217;0.035225066;0.081904594;0.020289809;0.013075147;0.03435789;0.085457781;0.020660612;0.010291151;0.02755393;0.069090649;0.014982833;6.39466;-6.27255;-4.04741;1.22578
S20;Resting;0.014075598;0.014898226;0.096791014;0.018498075;0.014379626;0.011433213;0.096791832;0.019377205;0.005991989;0.007883702;0.107346843;0.020547934;0.004475124;0.006711701;0.09840878;0.018274785;0.004089815;0.00634337;0.110270059;0.01960604;0.005910556;0.006934678;0.108614484;0.017810646;0.003560909;0.00500293;0.096491001;0.014432585;13.7021;-6.08951;-7.15779;-10.188
S21;Resting;0.021643268;0.036961362;0.028339;0.02929007;0.021345501;0.044838794;0.028931028;0.03222966;0.02134602;0.044451181;0.03531313;0.037532353;0.023075397;0.03537693;0.034141181;0.032273828;0.023787837;0.037548532;0.032360473;0.029732584;0.018125362;0.034255373;0.023136259;0.022693951;0.018928604;0.02965891;0.023950734;0.023594594;-3.11411;-0.296993;0.201336;4.68583
S22;Resting;0.014496297;0.016619548;0.039696008;0.054360523;0.014014685;0.016670157;0.041357188;0.054610569;0.013868098;0.016093969;0.039776818;0.053541748;0.01228927;0.016928062;0.043592666;0.053933418;0.012174709;0.018869477;0.040718752;0.053387679;0.013646959;0.015229665;0.03932469;0.052875776;0.012444041;0.015863728;0.046722608;0.054232568;-0.319127;12.2236;-4.19491;-5.97577
S24;Resting;0.008399111;0.007447936;0.084911482;0.006367291;0.008404777;0.007926498;0.078180917;0.006918917;0.008883473;0.008693306;0.111783888;0.008874833;0.00772029;0.007958444;0.122312652;0.00704859;0.007094702;0.008819438;0.142116514;0.008631026;0.008007909;0.007367922;0.077641373;0.00692914;0.007050458;0.007702342;0.173091256;0.008332355;15.6755;-11.6824;-7.06258;-10.4009
S2;Contrast right;0.018985162;0.055733279;0.029266205;0.025028139;0.019065232;0.05564813;0.029242217;0.025250825;0.019334598;0.054870052;0.028311673;0.035205369;0.018365271;0.052383883;0.029487507;0.022149188;0.017816231;0.051395941;0.029032137;0.024227644;0.016972092;0.05065055;0.028397978;0.021249547;0.016342958;0.045318605;0.0270666;0.01665897;-3.29684;-3.08048;-1.53667;12.1947
S3;Contrast right;0.031984717;0.044667136;0.016536264;0.030125575;0.032744287;0.04322639;0.015904926;0.031691484;0.0317915;0.043009553;0.017279636;0.033201314;0.032054093;0.046327018;0.016574393;0.030333805;0.028532867;0.04776205;0.018085807;0.028107325;0.032936582;0.04576745;0.016256213;0.0306675;0.03003344;0.040508698;0.016599987;0.030132073;-6.12133;0.225023;5.53482;8.19013
S5;Contrast right;0.010321578;0.01483825;0.065332029;0.028619846;0.010437774;0.014267632;0.087318498;0.030462852;0.013185624;0.016048514;0.10861423;0.029813813;0.013474895;0.018003884;0.052969555;0.030870797;0.009236216;0.01485163;0.053689185;0.032221804;0.01828756;0.015824321;0.085476063;0.025185892;0.009277469;0.015543878;0.046146966;0.026797608;6.55994;-0.543157;-5.14265;-6.5038
S6;Contrast right;0.026888332;0.050982598;0.024542448;0.03571473;0.022981722;0.046597365;0.023254366;0.037465095;0.023006699;0.05453125;0.029283011;0.044277933;0.026880803;0.04215725;0.02484359;0.033679846;0.022392115;0.036364523;0.023186;0.03622043;0.021741992;0.033955721;0.019313979;0.030819028;0.016064166;0.031174353;0.020768912;0.025392831;-4.48356;2.37412;1.01815;7.1024
S7;Contrast right;0.044919343;0.04672647;0.013114235;0.021424515;0.041508568;0.049340657;0.014598057;0.024298291;0.041116023;0.047247561;0.015954393;0.025674641;0.046004688;0.047699492;0.013521468;0.021350189;0.04815185;0.050141035;0.015515034;0.021293062;0.036672176;0.043724014;0.013986381;0.018598823;0.040060478;0.041185727;0.01281854;0.017504396;-6.72105;-4.49646;11.8976;9.33054
S10;Contrast right;0.031057654;0.026865685;0.024086109;0.0236401;0.02245786;0.025912705;0.020312189;0.021670719;0.021734541;0.025230811;0.019723508;0.021330199;0.024481611;0.027769402;0.022180391;0.024720613;0.025188976;0.029193916;0.021318348;0.026636459;0.132941806;0.104879856;0.049603795;0.026517143;0.021367005;0.025623507;0.020322058;0.020404514;-4.16117;-3.4074;6.35863;3.48551
S13;Contrast right;0.031996309;0.050206337;0.01709601;0.032391081;0.030454105;0.048653603;0.017358727;0.03222652;0.029723409;0.053541183;0.015647732;0.032438721;0.028672205;0.052385427;0.018746587;0.03291113;0.029467083;0.050692448;0.016643416;0.034365238;0.024435071;0.035659784;0.015508097;0.028039222;0.029704375;0.045325928;0.018227942;0.031161538;-6.02657;0.902772;4.60584;10.2946
S14;Contrast right;0.028472853;0.04538293;0.026309533;0.025041641;0.028383099;0.045414533;0.027310224;0.029903267;0.037089943;0.046313417;0.028189071;0.046729708;0.026000719;0.042959511;0.025853339;0.025777082;0.029327479;0.042543421;0.025236968;0.025730733;0.027195837;0.042314985;0.027670242;0.024751894;0.023526844;0.037393264;0.024838826;0.022603655;-3.83245;-0.896925;3.91461;7.53847
S15;Contrast right;0.013712923;0.031127621;0.03631476;0.036189236;0.015551595;0.035928785;0.037734489;0.040143021;0.014631984;0.037066013;0.039650425;0.050620908;0.013487088;0.032316467;0.038483821;0.035194146;0.012571172;0.036902853;0.04874869;0.039192984;0.012019976;0.02726984;0.046978697;0.033367837;0.012011944;0.027654327;0.047450389;0.032003092;-0.321355;4.01097;-4.04929;2.22504
S16;Contrast right;0.039745967;0.04175522;0.016714616;0.022027038;0.044917156;0.041778792;0.019088834;0.025738532;0.03967864;0.0392686;0.01737891;0.021693477;0.042752152;0.041291227;0.01777611;0.021790881;0.049591094;0.037775347;0.015691497;0.022988769;0.0325559;0.032028014;0.01414289;0.015489878;0.040940314;0.035974753;0.014441937;0.016458602;-6.14034;-4.7551;11.3964;5.32582
S18;Contrast right;0.023690357;0.047534841;0.02096283;0.032479437;0.022534992;0.048749423;0.0227213;0.033975663;0.024013934;0.050770225;0.024785001;0.035140059;0.024448795;0.046184239;0.020122281;0.030279748;0.02221798;0.045055506;0.022747744;0.029082092;0.019357366;0.042557304;0.024108909;0.034516769;0.018603186;0.038926307;0.021963929;0.029428273;-4.80961;1.02786;0.666077;8.84235
S19;Contrast right;0.02468963;0.04932535;0.034834825;0.022877211;0.024778594;0.052654351;0.036623239;0.024522187;0.021414616;0.042968828;0.033598032;0.029394546;0.023752936;0.047090233;0.034088114;0.021275627;0.021951762;0.046242748;0.035867671;0.023681668;0.021224454;0.044984086;0.040740758;0.028179595;0.018503818;0.036487667;0.033830597;0.021227407;-1.70436;-2.98772;0.768552;8.78749
S20;Contrast right;0.041095046;0.044145962;0.016416198;0.023895981;0.041871327;0.041194025;0.015687439;0.023472897;0.097544222;0.041436372;0.018205479;0.026647285;0.042859566;0.041903824;0.016068329;0.024641492;0.04448163;0.042902762;0.015326431;0.032665596;0.030382593;0.034230465;0.013822221;0.018528823;0.028640185;0.030484625;0.013094877;0.016638388;-6.37571;-3.3358;13.3655;5.68526
S21;Contrast right;0.035368751;0.060450319;0.020398967;0.024855154;0.027873742;0.054854184;0.020383555;0.023279326;0.027987868;0.051432552;0.018773262;0.023914362;0.033955068;0.059665215;0.020669097;0.024614471;0.025651265;0.049808839;0.018164496;0.021449686;0.024705798;0.045528023;0.014634237;0.018362246;0.021575458;0.047479326;0.016506336;0.019333625;-5.63671;-4.0352;3.99673;12.5715
S22;Contrast right;0.037801853;0.03135771;0.012590407;0.044946644;0.037666294;0.032148224;0.013379592;0.045326663;0.037089808;0.034886414;0.01342788;0.046208227;0.035635239;0.032944909;0.012387072;0.044895158;0.036516794;0.030444502;0.010923729;0.043198499;0.033586189;0.028593396;0.012328572;0.046649852;0.032042716;0.027445962;0.01167339;0.044586073;-7.11805;7.7126;7.98577;1.42177
S24;Contrast right;0.03316027;0.054898928;0.01816306;0.019314487;0.035017659;0.053718644;0.019053873;0.021466109;0.037381455;0.05618913;0.019909066;0.022766421;0.031741905;0.053779198;0.020481612;0.019771423;0.032630944;0.052285693;0.023117543;0.020254001;0.027274269;0.046934441;0.017315927;0.01981189;0.030509307;0.051341017;0.024330689;0.022105786;-5.3185;-4.87104;6.31291;12.5738
2S1;Resting Open;0.019572718;0.02259626;0.015029844;0.038346311;0.021710677;0.02401542;0.015834651;0.043255094;0.024777;0.022476813;0.015513963;0.047974139;0.019062486;0.01873156;0.014929812;0.041725606;0.020000897;0.016331431;0.015716479;0.052161674;0.028357367;0.032484527;0.018658288;0.051012134;0.027796415;0.029842598;0.019741887;0.054154546;-6.21428;8.46015;0.822157;-2.42181
2S2;Resting Open;0.019651014;0.041859721;0.039408156;0.034210142;0.014112183;0.037700109;0.042616974;0.037270617;0.018623891;0.040898527;0.047317375;0.046495985;0.012496424;0.030930854;0.03996728;0.028474793;0.022236679;0.035562269;0.037659276;0.026451621;0.013474724;0.034394761;0.0425418;0.033484949;0.014131346;0.030498944;0.042107051;0.027545866;-0.326799;1.6754;-2.44065;3.85097
2S3;Resting Open;0.016261565;0.03968091;0.025426589;0.022924665;0.015643973;0.040798405;0.028584242;0.021728668;0.014027833;0.045198106;0.034912186;0.02212278;0.015114246;0.033928588;0.023813663;0.019670804;0.008970794;0.024964876;0.019252819;0.015168513;0.021728453;0.058645386;0.048921461;0.030996405;0.015078254;0.037229167;0.039597608;0.025505959;-2.84152;-3.87979;-3.34013;5.58341
2S4;Resting Open;0.050538148;0.04387738;0.024410873;0.022009018;0.047118123;0.040204132;0.030347824;0.024019146;0.051890985;0.046322493;0.037856357;0.032198815;0.020675912;0.019046332;0.024285282;0.018214695;0.016731099;0.013869637;0.021738268;0.017686692;0.044402373;0.035489013;0.032398449;0.025371613;0.028351405;0.020614388;0.031794378;0.023502174;-3.35242;-3.59378;8.05936;1.25802
2S5;Resting Open;0.014422568;0.017188746;0.032576136;0.023591448;0.016359863;0.018792821;0.043997767;0.026000345;0.019390082;0.019931725;0.072438104;0.033732714;0.014800084;0.016776299;0.054319675;0.027404351;0.014551804;0.014682114;0.089808252;0.028752084;0.023576878;0.022598818;0.026884476;0.023924841;0.018617914;0.018065024;0.034948576;0.022117843;1.53879;-1.96657;-2.26987;-5.22855
2S6;Resting Open;0.010218472;0.022478012;0.031296361;0.038283584;0.010508049;0.021569327;0.036703965;0.04027116;0.010884776;0.021205784;0.046491504;0.046600149;0.024276406;0.034979142;0.03802692;0.05922471;0.010653172;0.017708262;0.045925425;0.043052939;0.010780806;0.022538972;0.042314672;0.041596607;0.011178303;0.02188872;0.050765362;0.04208634;-0.525627;7.30585;-4.38283;-2.61345
2S7;Resting Open;0.036221442;0.024156171;0.019443639;0.02868943;0.028324914;0.02640778;0.021960513;0.03396341;0.037344951;0.026029481;0.023846608;0.038617271;0.043269814;0.022830999;0.016586124;0.024295382;0.032377138;0.017876597;0.012292658;0.018918265;0.056395677;0.034154551;0.021661352;0.029171954;0.042441477;0.02761276;0.017796177;0.023154547;-5.55558;-1.02622;9.23619;-1.55124
2S8;Resting Open;0.015073984;0.029521155;0.033509154;0.033198812;0.017245567;0.030352778;0.036776199;0.036099118;0.017372552;0.030020705;0.037060157;0.037167365;0.012653329;0.026333345;0.029649726;0.031814724;0.011742774;0.024390469;0.02664584;0.033951464;0.021555256;0.039108272;0.04447123;0.036787612;0.017662904;0.038861291;0.033459946;0.031536158;-1.99163;2.14725;-2.85179;1.42304
2S9;Resting Open;0.013544722;0.015839695;0.031215615;0.045268263;0.012397529;0.01608967;0.034236373;0.052248057;0.013030271;0.016826215;0.030783648;0.052728472;0.014215161;0.01735127;0.043415307;0.045093437;0.009193004;0.012204863;0.026097509;0.036628503;0.015334667;0.021992558;0.044128922;0.059397806;0.013749545;0.019094315;0.052544616;0.047873432;-1.3365;9.45175;-4.36646;-5.83776
2S10;Resting Open;0.004764411;0.008070747;0.0819907;0.01000202;0.005161523;0.008369977;0.092145221;0.011625084;0.004991264;0.008595427;0.084510666;0.010780328;0.004701669;0.008452676;0.094577605;0.010836483;0.005021386;0.010213419;0.090092608;0.012456748;0.007360845;0.013675796;0.11108972;0.012820084;0.006390823;0.012896137;0.148895004;0.014632284;13.0206;-9.46589;-8.42994;-9.38978
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;-7.11076;-1.08952;6.27027;-1.7653
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;-2.94563;2.75035;-1.2717;-3.73318
2S13;Resting Open;0.028271141;0.026132118;0.028182309;0.031646598;0.032149265;0.030446587;0.036630845;0.040288416;0.032193945;0.032934804;0.034904741;0.040716962;0.024739215;0.023226324;0.028013867;0.033281433;0.02135303;0.020270649;0.040493211;0.046411998;0.033051522;0.030436862;0.03502497;0.037448109;0.02963954;0.025346413;0.029964674;0.032403324;-2.335;3.63751;3.92789;-0.802404
2S1;Resting;0.0095048;0.013388345;0.023730115;0.052762467;0.010618192;0.014375138;0.028734727;0.058661413;0.012375611;0.017174891;0.028170596;0.065208764;0.008709237;0.012615887;0.023903141;0.054926087;0.007770837;0.014546873;0.02646135;0.069053086;0.013880204;0.018647268;0.034106151;0.072577332;0.013125448;0.017654987;0.030958361;0.075909372;-3.57399;17.2718;-5.62589;-6.61214
2S2;Resting;0.012160301;0.029193852;0.048515521;0.030950838;0.009121581;0.026012776;0.063955755;0.030446727;0.010438808;0.027801561;0.082782913;0.035560962;0.007890178;0.022869953;0.057525171;0.029453118;0.011567272;0.022517048;0.054968991;0.025311086;0.01076513;0.0235645;0.081346752;0.030187967;0.009292728;0.021581085;0.08093841;0.030393314;5.2756;0.0860533;-5.87533;-1.84205
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;8.21444;-4.7617;-7.52669;-8.01421
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;6.01118;-6.05815;-0.865522;-5.24356
2S5;Resting;0.005013728;0.00664728;0.065989865;0.015350399;0.006103417;0.007870734;0.102375906;0.016841981;0.005719019;0.010720453;0.165489643;0.020155521;0.00468612;0.006562915;0.079185618;0.017066163;0.004742755;0.006697074;0.108420634;0.018482316;0.006073744;0.008251831;0.099011452;0.017509493;0.004866356;0.006987545;0.071902977;0.016593871;12.4807;-6.61875;-8.4922;-10.5962
2S6;Resting;0.012944417;0.01984613;0.046201583;0.039576833;0.014124228;0.020682863;0.050967252;0.042085986;0.014249894;0.022869862;0.054022794;0.046667217;0.018783859;0.024086616;0.045282893;0.036044647;0.016427789;0.022747217;0.054716137;0.034074148;0.009635624;0.020949481;0.058226511;0.038826302;0.012476471;0.02312151;0.059549143;0.036804315;2.1131;4.63766;-3.54534;-3.17938
2S7;Resting;0.010930859;0.018795424;0.037929764;0.047777715;0.015667871;0.018069088;0.03392256;0.05070991;0.018247307;0.021768597;0.032176243;0.054288037;0.012672042;0.019593749;0.06244054;0.06141484;0.040397313;0.018528565;0.030561392;0.026933305;0.018731066;0.022474072;0.032628983;0.040904787;0.018158122;0.020276039;0.043674653;0.033367428;-0.742254;7.8623;-0.998209;-4.34883
