;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
S18;Resting Open;0.025320268;0.036044196;0.029270197;0.028166984;0.026172849;0.037255312;0.03197357;0.028707509;0.026559495;0.039581465;0.040322781;0.031374222;0.027041508;0.034710078;0.030686884;0.029585082;0.028186801;0.034007037;0.033278653;0.031790536;0.023308208;0.032856922;0.030935774;0.028674831;0.025410618;0.032116097;0.029087543;0.028655983;-3.16011;0.45188;2.50951;5.27799
S20;Resting Open;0.06609359;0.041797905;0.02527478;0.022493743;0.043291458;0.035204702;0.024311148;0.02118814;0.047521169;0.033719116;0.027113343;0.022771664;0.045150793;0.03482767;0.02153761;0.021893405;0.043250927;0.031518363;0.020196038;0.021873758;0.03595019;0.030017683;0.020777047;0.016347095;0.038165861;0.029814655;0.021207222;0.016079913;-5.20878;-4.41928;13.4207;4.43732
S21;Resting Open;0.037564373;0.038623758;0.022356766;0.022891995;0.042262083;0.037746202;0.023467832;0.025552033;0.037370584;0.039040588;0.029779698;0.028541472;0.035094418;0.035673259;0.024601943;0.023267071;0.035415248;0.034554213;0.023130411;0.022993412;0.030171169;0.030848137;0.017334258;0.018201189;0.032552548;0.031625487;0.018443592;0.018150085;-5.25771;-3.1784;7.98146;5.41253
S22;Resting Open;0.029612335;0.027084176;0.017339258;0.057756258;0.024741921;0.025327446;0.018900469;0.058138878;0.024724508;0.025604774;0.018066023;0.057015417;0.026318913;0.025687839;0.017177005;0.055600297;0.02553362;0.023679581;0.016179578;0.052753199;0.022562276;0.025098052;0.017007205;0.054749255;0.023953415;0.022691192;0.018792015;0.055360905;-6.45615;14.4506;2.12891;-0.993114
S23;Resting Open;0.026117965;0.033000164;0.045580544;0.025553555;0.025094054;0.034590387;0.045650094;0.022928447;0.023592654;0.033230772;0.048916654;0.022531215;0.026824801;0.033336595;0.048010505;0.03241306;0.026053917;0.031895645;0.045066762;0.02709712;0.022367389;0.028161571;0.044674213;0.016717798;0.022589609;0.0283805;0.049532861;0.019951519;0.203517;-2.54207;1.75029;3.17458
S24;Resting Open;0.027984591;0.038445413;0.028204936;0.0220497;0.029048406;0.038600362;0.029387596;0.023616796;0.026924077;0.043292751;0.033621377;0.029068746;0.031963438;0.039892401;0.03050177;0.023229068;0.035049133;0.043707323;0.034310928;0.025764647;0.025827616;0.036485318;0.033501834;0.024449591;0.031759643;0.04215194;0.035462155;0.025459348;-3.22786;-2.08398;4.66844;8.49352
S2;Resting;0.010806638;0.02583712;0.068988509;0.021714245;0.010771524;0.025900471;0.069505179;0.021915892;0.009924424;0.02763586;0.079541312;0.027813538;0.010096237;0.024230606;0.072817702;0.01687808;0.009971478;0.023798524;0.083872756;0.016477497;0.010342169;0.024079758;0.073887345;0.019327818;0.011827947;0.022316702;0.076956478;0.015385235;6.55837;-4.69136;-6.15352;-1.12211
S3;Resting;0.015262071;0.016681236;0.034593067;0.050883401;0.018358923;0.019587171;0.036547835;0.058894049;0.018410833;0.017365481;0.041214861;0.062006981;0.015415796;0.018623277;0.036382134;0.053581231;0.018375503;0.020973533;0.050887213;0.065487448;0.017590264;0.019693105;0.038641854;0.051355996;0.012935776;0.017323512;0.038573694;0.052872936;-1.55232;14.5872;-2.79328;-4.94502
S5;Resting;0.007526;0.010376674;0.065798095;0.045331007;0.006639572;0.011796371;0.078313407;0.05765797;0.008426817;0.011467909;0.082190801;0.06332936;0.007789546;0.009209836;0.061603544;0.039508737;0.007705987;0.009083688;0.063395546;0.042042404;0.006874643;0.010138759;0.060543915;0.040706309;0.007488846;0.00995662;0.059001727;0.033627159;4.94736;8.97805;-7.86854;-10.0457
S7;Resting;0.021631958;0.028018275;0.03841667;0.022155952;0.017651658;0.029685408;0.040016309;0.023536836;0.018525637;0.029806465;0.044751222;0.024531252;0.021845666;0.035731782;0.046162057;0.023916554;0.019446456;0.033335832;0.057023813;0.028721709;0.049367231;0.038666333;0.034994656;0.019456925;0.038964194;0.033091573;0.037248068;0.021496857;-0.756452;-2.8208;2.92405;3.70465
S10;Resting;0.005549823;0.012721171;0.08927234;0.012760997;0.005553831;0.011426415;0.093071226;0.012232643;0.005603374;0.011231464;0.099069063;0.012548597;0.005547611;0.01336491;0.102118663;0.013942746;0.005719847;0.014565158;0.127551561;0.015864259;0.005551476;0.011289234;0.0919942;0.011101346;0.005733815;0.0128981;0.099646177;0.011914599;12.3126;-8.34358;-8.92362;-8.68184
S11;Resting;0.006330313;0.007662774;0.08675947;0.010578864;0.006459375;0.008060679;0.100028029;0.010762254;0.005843722;0.008324718;0.109984335;0.011396888;0.006151853;0.007490167;0.094779232;0.010886475;0.005897108;0.008100092;0.116393528;0.012883236;0.005448804;0.008125243;0.1476366;0.011246316;0.005642022;0.00727482;0.125963605;0.011520542;14.4585;-9.17596;-8.72224;-11.5521
S13;Resting;0.026891663;0.029126025;0.024340954;0.05017243;0.026602498;0.027196294;0.024619452;0.050435692;0.027297814;0.027050785;0.025723635;0.055336291;0.025655207;0.028693453;0.025280203;0.05647977;0.026172339;0.026965938;0.023392709;0.055121543;0.026571927;0.023732481;0.019988984;0.040444696;0.0260972;0.025795052;0.021377183;0.046765569;-5.06351;11.5759;2.75373;0.206895
S14;Resting;0.014397188;0.016674321;0.068808211;0.016973634;0.01613691;0.016230966;0.076058145;0.0191452;0.017307829;0.019756632;0.093542342;0.036320974;0.014588955;0.017936798;0.072158824;0.016456529;0.014351976;0.02062506;0.079924461;0.017698967;0.013393075;0.015815868;0.07884264;0.019869762;0.013620614;0.016339868;0.085581483;0.017603747;7.42812;-4.44662;-3.76275;-5.56072
S15;Resting;0.004492372;0.010219933;0.095711089;0.015886045;0.00505393;0.011667085;0.118819854;0.01787766;0.004952979;0.011686202;0.119202792;0.016896916;0.004275102;0.010826508;0.090435342;0.015168592;0.004646623;0.012558586;0.097947492;0.015851167;0.004382019;0.010203681;0.095385284;0.013531659;0.003563339;0.009744745;0.077391355;0.012871544;12.3094;-7.01731;-9.56397;-9.6383
S16;Resting;0.018132716;0.022059064;0.07140498;0.022981415;0.018648165;0.021418712;0.071081366;0.025044447;0.017801854;0.022172886;0.061741799;0.022935389;0.016260783;0.020742377;0.070247886;0.021596033;0.015280317;0.020568273;0.067373182;0.022188975;0.013520736;0.016254191;0.075978183;0.01792901;0.012837233;0.016985389;0.08934799;0.019101747;6.02014;-3.70496;-3.07904;-4.0809
S18;Resting;0.018743627;0.03327062;0.035703177;0.032399878;0.015141944;0.03644078;0.038279791;0.036290258;0.01556389;0.041803872;0.048786004;0.040905677;0.022475719;0.036690279;0.03442728;0.034410716;0.017864798;0.033434789;0.040657127;0.037900037;0.0150235;0.03527331;0.040231548;0.032774819;0.017206082;0.031524219;0.036792684;0.033412146;-1.59078;3.51201;-2.27559;5.42109
S20;Resting;0.014075598;0.014898226;0.096791014;0.018498075;0.014379626;0.011433213;0.096791832;0.019377205;0.005991989;0.007883702;0.107346843;0.020547934;0.004475124;0.006711701;0.09840878;0.018274785;0.004089815;0.00634337;0.110270059;0.01960604;0.005910556;0.006934678;0.108614484;0.017810646;0.003560909;0.00500293;0.096491001;0.014432585;12.7603;-5.49079;-7.89764;-11.2002
S21;Resting;0.021643268;0.036961362;0.028339;0.02929007;0.021345501;0.044838794;0.028931028;0.03222966;0.02134602;0.044451181;0.03531313;0.037532353;0.023075397;0.03537693;0.034141181;0.032273828;0.023787837;0.037548532;0.032360473;0.029732584;0.018125362;0.034255373;0.023136259;0.022693951;0.018928604;0.02965891;0.023950734;0.023594594;-3.70982;0.398027;-0.202707;6.66757
S22;Resting;0.014496297;0.016619548;0.039696008;0.054360523;0.014014685;0.016670157;0.041357188;0.054610569;0.013868098;0.016093969;0.039776818;0.053541748;0.01228927;0.016928062;0.043592666;0.053933418;0.012174709;0.018869477;0.040718752;0.053387679;0.013646959;0.015229665;0.03932469;0.052875776;0.012444041;0.015863728;0.046722608;0.054232568;-0.985996;13.3613;-4.64244;-6.16476
S23;Resting;0.011276084;0.010652038;0.092593249;0.01426347;0.011137001;0.010340885;0.093732227;0.01355194;0.010530895;0.010764072;0.100329458;0.013033326;0.011780861;0.010867333;0.101482471;0.016960395;0.011231385;0.010145445;0.110249699;0.014372796;0.009780741;0.009702789;0.086980801;0.009769245;0.010058854;0.010434363;0.107569581;0.010931861;12.0662;-8.15411;-5.99822;-9.96582
S24;Resting;0.008399111;0.007447936;0.084911482;0.006367291;0.008404777;0.007926498;0.078180917;0.006918917;0.008883473;0.008693306;0.111783888;0.008874833;0.00772029;0.007958444;0.122312652;0.00704859;0.007094702;0.008819438;0.142116514;0.008631026;0.008007909;0.007367922;0.077641373;0.00692914;0.007050458;0.007702342;0.173091256;0.008332355;14.7053;-11.1651;-7.62878;-11.472
S2;Square;0.03052744;0.04417883;0.026370373;0.022092649;0.030478879;0.043888819;0.02635822;0.022127863;0.029713538;0.044892661;0.028040116;0.02183782;0.034959784;0.047283047;0.02573377;0.022454357;0.029457987;0.044590762;0.025020117;0.020869277;0.027424298;0.042410915;0.024535385;0.020964513;0.025986048;0.040019657;0.024388181;0.019864464;-4.57389;-3.81131;4.62726;10.6091
S3;Square;0.043266903;0.034661424;0.017099164;0.026750284;0.047438208;0.035888025;0.018584819;0.031648833;0.047447225;0.037372353;0.019210352;0.032459401;0.045619909;0.032528193;0.017389454;0.025112411;0.042720324;0.032975224;0.016072766;0.025943434;0.040708901;0.035209005;0.017807432;0.027285862;0.039941507;0.029900588;0.017256229;0.024150699;-6.45782;-0.603934;12.5113;4.54807
S5;Square;0.013787832;0.024043015;0.051222475;0.033630267;0.013998344;0.02282667;0.062464541;0.036706067;0.014003167;0.022468646;0.072533563;0.03656069;0.013215876;0.026902398;0.048658811;0.03450695;0.014123076;0.025319056;0.048137038;0.035792945;0.011659985;0.017646507;0.061971925;0.03122998;0.01318097;0.024076693;0.044962476;0.032521779;2.21576;3.02074;-4.54229;-1.99103
S7;Square;0.03281788;0.053170969;0.022486642;0.017510723;0.030850877;0.054235234;0.0234901;0.020424258;0.030800043;0.056592363;0.024193738;0.022691809;0.029945055;0.052164083;0.021445073;0.017282161;0.02790343;0.056870011;0.022961063;0.016628424;0.028112858;0.049668851;0.020896921;0.017443016;0.026306486;0.048962472;0.02014393;0.01484788;-5.39196;-5.63418;4.45607;16.257
S10;Square;0.036158352;0.036319979;0.023838257;0.021115337;0.034644768;0.035005372;0.024242093;0.021597433;0.034152928;0.034506786;0.025952628;0.022016291;0.039680563;0.036162432;0.024375247;0.021736255;0.046209332;0.037333399;0.027674141;0.025139751;0.036814974;0.035519515;0.022644602;0.020100595;0.037428033;0.03491592;0.02366271;0.019889815;-4.8669;-3.72635;9.14782;5.58472
S11;Square;0.0296625;0.034840317;0.031074228;0.027840414;0.029291163;0.0347373;0.028001256;0.031082207;0.029164458;0.034166244;0.026455836;0.025353487;0.029200022;0.034063983;0.034303223;0.03494853;0.031847589;0.03118163;0.036052745;0.030385099;0.025667724;0.032850595;0.028461645;0.024294773;0.026745782;0.033748494;0.035717311;0.026812004;-3.30728;0.0202434;4.05921;4.36662
S13;Square;0.030090866;0.038745981;0.025806653;0.044481658;0.029273209;0.039840645;0.023429132;0.046537024;0.028991981;0.040481388;0.022517539;0.050860867;0.026823702;0.034645204;0.027211028;0.045089334;0.026720577;0.033782215;0.020457011;0.040975442;0.022638276;0.031518546;0.01474995;0.033175693;0.022862597;0.031468638;0.018740074;0.035839526;-5.36756;7.18846;2.91268;5.61773
S14;Square;0.027461936;0.037987683;0.031400419;0.026265824;0.02620819;0.03705702;0.033403598;0.030002867;0.028310566;0.042132342;0.034196233;0.031186576;0.025962791;0.041686803;0.03385786;0.028199453;0.02592297;0.037405701;0.034797434;0.029097213;0.026629624;0.039410859;0.032480911;0.021727638;0.022393026;0.034079265;0.032333696;0.019206425;-2.9034;-1.22368;2.53005;7.28912
S15;Square;0.017396899;0.031115829;0.043186586;0.026059688;0.02074871;0.032436993;0.044426403;0.029957836;0.018930197;0.032510652;0.043971889;0.02842206;0.016631312;0.03196993;0.044565666;0.026092395;0.018124196;0.034553511;0.051771353;0.028136407;0.016998373;0.030012668;0.05168839;0.025457643;0.015870717;0.032384197;0.052182542;0.024402893;0.244731;-0.941397;-2.09819;3.41606
S16;Square;0.037400248;0.036974718;0.020238707;0.024353553;0.040346491;0.036602278;0.021099294;0.026657973;0.052195387;0.041837553;0.022208235;0.025413544;0.038131618;0.036806472;0.020177246;0.024590243;0.042871524;0.035793014;0.019573014;0.029798911;0.035209482;0.03031263;0.018640215;0.019216394;0.036404395;0.03437962;0.018350408;0.019333934;-5.88815;-2.4135;10.5133;5.83524
S18;Square;0.026049934;0.037789272;0.029673613;0.027621629;0.025898662;0.037189446;0.031377271;0.028733829;0.02718663;0.039011433;0.031351574;0.030034373;0.026041435;0.036904909;0.029345319;0.02758317;0.024177554;0.037680706;0.031756728;0.027934272;0.022486055;0.034162501;0.033804049;0.027188077;0.020149602;0.031098502;0.029094656;0.026507592;-3.43912;-0.398669;1.67374;5.88149
S20;Square;0.053917625;0.035441593;0.016081066;0.021153858;0.053408195;0.036802737;0.016230494;0.022246454;0.054088829;0.035116834;0.016167059;0.028446494;0.048844118;0.037667672;0.015130553;0.023236272;0.050100195;0.037374113;0.014223197;0.041617107;0.045312761;0.028269001;0.014387337;0.015358843;0.041153074;0.026852258;0.013257282;0.014538204;-7.01652;-2.74097;15.6275;4.4336
S21;Square;0.03962574;0.052104291;0.018438448;0.020215607;0.03820393;0.048751369;0.018826596;0.021707922;0.035035653;0.045460527;0.018529007;0.023115038;0.032617583;0.050183114;0.01886453;0.018528577;0.027853864;0.048870071;0.017438116;0.018301626;0.027965414;0.039320896;0.015233576;0.017639281;0.02840707;0.042259522;0.015566095;0.017135727;-6.43547;-4.8686;6.30258;12.3564
S22;Square;0.022277398;0.025505088;0.015547486;0.061161038;0.02361233;0.024723238;0.015299897;0.061519528;0.024427447;0.024521366;0.013865633;0.058019126;0.022473849;0.025925196;0.015654675;0.059455737;0.022912617;0.024317544;0.014605771;0.056941465;0.022502495;0.026175807;0.015956166;0.060424947;0.020809152;0.024968386;0.017061349;0.060747237;-6.96277;16.5192;0.64421;-0.881851
S23;Square;0.021807914;0.034439922;0.03646517;0.033279652;0.021582506;0.034180444;0.037235981;0.032481357;0.022139143;0.032898903;0.038201795;0.031787503;0.022319663;0.035859646;0.040573204;0.037600463;0.025173641;0.034406154;0.042426646;0.033447712;0.019410183;0.029347501;0.032389351;0.026386836;0.01962063;0.031537276;0.037188884;0.028396366;-1.83421;1.70713;0.0919653;4.08297
S24;Square;0.024544059;0.028713546;0.046973185;0.014484224;0.024983948;0.029492962;0.045933412;0.015723498;0.026905032;0.034523267;0.059254656;0.01778967;0.02485483;0.032081627;0.060119591;0.014713058;0.028271009;0.036050996;0.071398901;0.014977743;0.026662751;0.026998951;0.047184335;0.016142732;0.031384071;0.032956211;0.076310391;0.017347327;2.57378;-6.76682;2.97689;3.04937
2S2;Resting Open;0.019651014;0.041859721;0.039408156;0.034210142;0.014112183;0.037700109;0.042616974;0.037270617;0.018623891;0.040898527;0.047317375;0.046495985;0.012496424;0.030930854;0.03996728;0.028474793;0.022236679;0.035562269;0.037659276;0.026451621;0.013474724;0.034394761;0.0425418;0.033484949;0.014131346;0.030498944;0.042107051;0.027545866;-0.989573;2.40014;-2.93439;5.69779
2S3;Resting Open;0.016261565;0.03968091;0.025426589;0.022924665;0.015643973;0.040798405;0.028584242;0.021728668;0.014027833;0.045198106;0.034912186;0.02212278;0.015114246;0.033928588;0.023813663;0.019670804;0.008970794;0.024964876;0.019252819;0.015168513;0.021728453;0.058645386;0.048921461;0.030996405;0.015078254;0.037229167;0.039597608;0.025505959;-3.47282;-3.14997;-3.53898;8.25409
2S4;Resting Open;0.050538148;0.04387738;0.024410873;0.022009018;0.047118123;0.040204132;0.030347824;0.024019146;0.051890985;0.046322493;0.037856357;0.032198815;0.020675912;0.019046332;0.024285282;0.018214695;0.016731099;0.013869637;0.021738268;0.017686692;0.044402373;0.035489013;0.032398449;0.025371613;0.028351405;0.020614388;0.031794378;0.023502174;-3.95513;-2.90168;8.5363;2.80765
2S5;Resting Open;0.014422568;0.017188746;0.032576136;0.023591448;0.016359863;0.018792821;0.043997767;0.026000345;0.019390082;0.019931725;0.072438104;0.033732714;0.014800084;0.016776299;0.054319675;0.027404351;0.014551804;0.014682114;0.089808252;0.028752084;0.023576878;0.022598818;0.026884476;0.023924841;0.018617914;0.018065024;0.034948576;0.022117843;0.900105;-1.25624;-2.34876;-5.12079
2S6;Resting Open;0.010218472;0.022478012;0.031296361;0.038283584;0.010508049;0.021569327;0.036703965;0.04027116;0.010884776;0.021205784;0.046491504;0.046600149;0.024276406;0.034979142;0.03802692;0.05922471;0.010653172;0.017708262;0.045925425;0.043052939;0.010780806;0.022538972;0.042314672;0.041596607;0.011178303;0.02188872;0.050765362;0.04208634;-1.18237;8.2782;-4.92754;-2.07253
2S7;Resting Open;0.036221442;0.024156171;0.019443639;0.02868943;0.028324914;0.02640778;0.021960513;0.03396341;0.037344951;0.026029481;0.023846608;0.038617271;0.043269814;0.022830999;0.016586124;0.024295382;0.032377138;0.017876597;0.012292658;0.018918265;0.056395677;0.034154551;0.021661352;0.029171954;0.042441477;0.02761276;0.017796177;0.023154547;-6.11629;-0.372674;10.0116;-0.58908
2S8;Resting Open;0.015073984;0.029521155;0.033509154;0.033198812;0.017245567;0.030352778;0.036776199;0.036099118;0.017372552;0.030020705;0.037060157;0.037167365;0.012653329;0.026333345;0.029649726;0.031814724;0.011742774;0.024390469;0.02664584;0.033951464;0.021555256;0.039108272;0.04447123;0.036787612;0.017662904;0.038861291;0.033459946;0.031536158;-2.63111;2.98478;-3.01634;2.96259
2S9;Resting Open;0.013544722;0.015839695;0.031215615;0.045268263;0.012397529;0.01608967;0.034236373;0.052248057;0.013030271;0.016826215;0.030783648;0.052728472;0.014215161;0.01735127;0.043415307;0.045093437;0.009193004;0.012204863;0.026097509;0.036628503;0.015334667;0.021992558;0.044128922;0.059397806;0.013749545;0.019094315;0.052544616;0.047873432;-1.99849;10.4754;-4.74268;-5.84268
2S10;Resting Open;0.004764411;0.008070747;0.0819907;0.01000202;0.005161523;0.008369977;0.092145221;0.011625084;0.004991264;0.008595427;0.084510666;0.010780328;0.004701669;0.008452676;0.094577605;0.010836483;0.005021386;0.010213419;0.090092608;0.012456748;0.007360845;0.013675796;0.11108972;0.012820084;0.006390823;0.012896137;0.148895004;0.014632284;12.0482;-8.85682;-8.99609;-10.173
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;-7.64244;-0.265097;6.57395;-0.863401
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;-3.55679;3.64121;-1.47368;-3.36544
2S13;Resting Open;0.028271141;0.026132118;0.028182309;0.031646598;0.032149265;0.030446587;0.036630845;0.040288416;0.032193945;0.032934804;0.034904741;0.040716962;0.024739215;0.023226324;0.028013867;0.033281433;0.02135303;0.020270649;0.040493211;0.046411998;0.033051522;0.030436862;0.03502497;0.037448109;0.02963954;0.025346413;0.029964674;0.032403324;-2.9532;4.54705;4.03687;0.214905
2S2;Resting;0.012160301;0.029193852;0.048515521;0.030950838;0.009121581;0.026012776;0.063955755;0.030446727;0.010438808;0.027801561;0.082782913;0.035560962;0.007890178;0.022869953;0.057525171;0.029453118;0.011567272;0.022517048;0.054968991;0.025311086;0.01076513;0.0235645;0.081346752;0.030187967;0.009292728;0.021581085;0.08093841;0.030393314;4.49569;0.866574;-6.39612;-1.14923
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;7.35893;-4.00524;-8.04972;-8.45716
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;5.2323;-5.41888;-0.953286;-5.17544
2S5;Resting;0.005013728;0.00664728;0.065989865;0.015350399;0.006103417;0.007870734;0.102375906;0.016841981;0.005719019;0.010720453;0.165489643;0.020155521;0.00468612;0.006562915;0.079185618;0.017066163;0.004742755;0.006697074;0.108420634;0.018482316;0.006073744;0.008251831;0.099011452;0.017509493;0.004866356;0.006987545;0.071902977;0.016593871;11.6369;-5.98339;-9.09606;-11.6728
2S6;Resting;0.012944417;0.01984613;0.046201583;0.039576833;0.014124228;0.020682863;0.050967252;0.042085986;0.014249894;0.022869862;0.054022794;0.046667217;0.018783859;0.024086616;0.045282893;0.036044647;0.016427789;0.022747217;0.054716137;0.034074148;0.009635624;0.020949481;0.058226511;0.038826302;0.012476471;0.02312151;0.059549143;0.036804315;1.3951;5.50413;-4.14437;-2.79304
2S7;Resting;0.010930859;0.018795424;0.037929764;0.047777715;0.015667871;0.018069088;0.03392256;0.05070991;0.018247307;0.021768597;0.032176243;0.054288037;0.012672042;0.019593749;0.06244054;0.06141484;0.040397313;0.018528565;0.030561392;0.026933305;0.018731066;0.022474072;0.032628983;0.040904787;0.018158122;0.020276039;0.043674653;0.033367428;-1.40143;8.57713;-1.33353;-4.11324
2S8;Resting;0.007051815;0.016425505;0.066425672;0.018701188;0.007394144;0.015663026;0.072760472;0.019362714;0.007761282;0.017366737;0.100260956;0.021455306;0.006532415;0.017187831;0.072740192;0.018603754;0.007362603;0.018752874;0.077018154;0.018962165;0.008213506;0.021796002;0.089776754;0.019943062;0.008321746;0.027472204;0.091761955;0.018684129;7.81882;-4.92479;-7.85409;-4.43057
2S9;Resting;0.006461121;0.011724852;0.048258114;0.029166849;0.006597269;0.012888837;0.065735391;0.034380716;0.007682958;0.012605553;0.081196416;0.040319368;0.00643827;0.011193178;0.059761397;0.03304979;0.004554157;0.00905398;0.065815081;0.037620951;0.008496225;0.015560234;0.095871588;0.045089729;0.006968211;0.011773341;0.087169588;0.039119907;5.47489;4.34581;-8.29444;-8.92306
