Subject;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1 O2;Theta O1 O2;Alpha O1 O2;Beta O1 O2;Delta PO;Theta PO;Alpha PO;Beta PO
S23;Resting Open;0.018523961;0.023405106;0.032327642;0.018123657;0.018134627;0.046389907;0.084843785;0.068732187;0.050363361;0.143976348;0.277296108;0.208046606
S24;Resting Open;0.01720517;0.023636574;0.01734064;0.013556347;0.038380963;0.055388243;0.040304972;0.037784434;0.197045766;0.239699017;0.162976775;0.15466507
S25;Resting Open;0.009942864;0.011478811;0.007635101;0.019479775;0.02466865;0.031478421;0.027307169;0.058358463;0.195206738;0.204305666;0.127416591;0.278467482
S26;Resting Open;0.009385765;0.019993142;0.01882222;0.016339531;0.013474725;0.05555348;0.074060568;0.043083793;0.075450013;0.227186682;0.294726531;0.148589231
S27;Resting Open;0.005270254;0.012860291;0.008240571;0.007429715;0.013558419;0.070355707;0.038273853;0.020514979;0.060000049;0.465761461;0.209673313;0.08712239
S28;Resting Open;0.025708214;0.022319953;0.01241755;0.011195752;0.041104638;0.031663843;0.051658492;0.037386216;0.195122746;0.136745361;0.249925676;0.182149013
S29;Resting Open;0.005182245;0.006176174;0.011705094;0.008476761;0.018566931;0.021744481;0.092624784;0.030085384;0.151766727;0.115805016;0.423521672;0.11091132
S30;Resting Open;0.004012352;0.008826142;0.012288726;0.015032307;0.017012802;0.034985659;0.058712921;0.07375603;0.074820174;0.123548222;0.292043627;0.28123366
S31;Resting Open;0.015583284;0.010392531;0.008365093;0.012342842;0.05635808;0.042749518;0.030305154;0.03866993;0.245207117;0.259920638;0.132078082;0.1448539
S32;Resting Open;0.006019025;0.011787764;0.013380168;0.013256249;0.026958912;0.033175261;0.055867111;0.047678831;0.159713551;0.171413413;0.25551538;0.203155731
S33;Resting Open;0.004994765;0.005841061;0.0115111;0.016693167;0.016056715;0.020348701;0.056511501;0.069971951;0.111273894;0.121684138;0.234556616;0.323861404
S34;Resting Open;0.002034627;0.003446588;0.035013882;0.004271332;0.00538698;0.01112078;0.151633286;0.015460421;0.032604764;0.063604838;0.611108019;0.063813504
S35;Resting Open;0.013221543;0.009356044;0.004253592;0.010007943;0.047343729;0.041607499;0.016128152;0.033811318;0.33382592;0.249572107;0.080457105;0.157731729
S36;Resting Open;0.006194246;0.006967581;0.009906018;0.011439266;0.041715821;0.03516797;0.060391811;0.028164526;0.248011306;0.190332567;0.266413412;0.091485138
S37;Resting Open;0.014927765;0.013798315;0.014880859;0.016710078;0.036217037;0.035380593;0.060467776;0.058554859;0.128303046;0.139370182;0.258969775;0.220893804
S2;Resting;0.00708809;0.016946605;0.045249664;0.014242405;0.01349704;0.025654729;0.115549109;0.039144741;0.051973149;0.079073602;0.428537182;0.1545591
S3;Resting;0.009603331;0.01049631;0.021766945;0.032017288;0.021311493;0.026790373;0.056326602;0.097430192;0.083247387;0.088513093;0.207671436;0.342243345
S5;Resting;0.004737521;0.006531984;0.041419063;0.028535292;0.014885321;0.017417547;0.105217585;0.075863252;0.071565072;0.074090259;0.326847015;0.23109961
S6;Resting;0.004962861;0.00855661;0.041029662;0.013324857;0.009755708;0.022585806;0.118601195;0.051578943;0.0375493;0.079766671;0.412846701;0.193513285
S7;Resting;0.013581522;0.017591141;0.024119723;0.013910509;0.016327259;0.039539245;0.066094643;0.056327385;0.090973603;0.136777704;0.225661044;0.29095922
S10;Resting;0.00284779;0.006527636;0.045808467;0.006548072;0.009388465;0.014561255;0.137557693;0.026312697;0.049007967;0.06036522;0.524517022;0.112696049
S13;Resting;0.018332777;0.019856003;0.016593889;0.034203908;0.03635415;0.036660301;0.043163057;0.090607721;0.129797089;0.143472917;0.14184357;0.285338534
S14;Resting;0.008959638;0.01037674;0.04282063;0.010563009;0.020674614;0.020964498;0.110345196;0.033387273;0.073716623;0.073449957;0.432301986;0.159214937
S15;Resting;0.002525223;0.005744762;0.053800491;0.00892976;0.004967415;0.012710172;0.15186514;0.02754013;0.02284573;0.049289473;0.562091721;0.095773251
S16;Resting;0.010626859;0.012927934;0.0418476;0.013468487;0.014113667;0.025359846;0.11554525;0.045137433;0.041614851;0.084182865;0.429045487;0.160864286
S18;Resting;0.013124302;0.023296114;0.024999392;0.02268642;0.024028524;0.043665313;0.062449408;0.066253068;0.09226702;0.151421047;0.232814745;0.238588597
S19;Resting;0.006830205;0.015235015;0.035233567;0.008569738;0.015068869;0.038049652;0.107149662;0.024269409;0.052759264;0.156326025;0.438722646;0.09982366
S20;Resting;0.008402219;0.008893274;0.057777956;0.011042151;0.016281962;0.013115622;0.152416819;0.02978796;0.036046412;0.036190462;0.531302351;0.098122914
S21;Resting;0.011982843;0.020463739;0.015689949;0.016216511;0.024308114;0.038190596;0.051837581;0.062166417;0.126243332;0.137553516;0.194916153;0.29206799
S22;Resting;0.013751014;0.015765105;0.037655159;0.051565742;0.018410112;0.022830148;0.103871419;0.075580466;0.073910828;0.063366393;0.338419177;0.173872209
S23;Resting;0.007579319;0.007159861;0.062237364;0.009587316;0.012981128;0.016005237;0.150306098;0.034473489;0.033260758;0.056198371;0.503583607;0.101386332
S24;Resting;0.004780743;0.004239337;0.048331298;0.003624238;0.006641106;0.005769961;0.157020037;0.010422993;0.025526891;0.025813075;0.661172538;0.045843239
S25;Resting;0.004165456;0.005867411;0.010399667;0.023123028;0.011542341;0.018404987;0.039573403;0.084794539;0.078489597;0.108491687;0.174206967;0.436231537
S26;Resting;0.005440595;0.013061512;0.021706148;0.013847599;0.008337747;0.036652237;0.10062674;0.03731837;0.031268173;0.138158916;0.46309747;0.129130326
S27;Resting;0.001662668;0.002680347;0.013375021;0.004337897;0.004517662;0.012706779;0.121144136;0.011751218;0.021012899;0.06728356;0.689072757;0.049733446
S28;Resting;0.008127316;0.007008487;0.016048869;0.005440213;0.010751468;0.014909264;0.099270832;0.019287126;0.042385075;0.06571928;0.608979694;0.101201101
S29;Resting;0.001488676;0.00197371;0.01959371;0.00455784;0.004567849;0.008333435;0.138386699;0.016072087;0.017732211;0.040697728;0.684758416;0.061104445
S30;Resting;0.004899939;0.007512492;0.017489003;0.01498129;0.022022845;0.032451675;0.065560196;0.060024876;0.068081482;0.154127923;0.306660109;0.243977261
S31;Resting;0.004907055;0.008437596;0.017027337;0.021448255;0.019564106;0.024504712;0.080770403;0.067567912;0.160070303;0.133350771;0.276821098;0.178160101
S32;Resting;0.00196603;0.004579393;0.018519325;0.005213848;0.007434282;0.017440235;0.111239388;0.020194898;0.037636866;0.097957138;0.587118574;0.089047656
S33;Resting;0.002079968;0.003774471;0.015535281;0.00938941;0.006641069;0.016109767;0.094918643;0.047904402;0.02860608;0.069301526;0.478401849;0.223108279
S34;Resting;0.001942137;0.003136529;0.031710936;0.003809251;0.004458049;0.008966884;0.150767842;0.013430535;0.021553316;0.044143077;0.662961266;0.052359724
S35;Resting;0.012058261;0.010299634;0.007891102;0.01176731;0.036382505;0.048765213;0.024357014;0.040777601;0.243524619;0.249246748;0.124157108;0.186168273
S36;Resting;0.000978606;0.003293983;0.013356294;0.001631977;0.004292124;0.018374783;0.108661998;0.00727376;0.025289651;0.114608505;0.668508143;0.033490747
S37;Resting;0.002108326;0.006719208;0.027594296;0.005944155;0.007220741;0.02252218;0.138134784;0.021707926;0.028076885;0.07313047;0.587915254;0.078369303
S2;Acuity right;0.012255616;0.022015129;0.021402558;0.021356;0.019839239;0.046402549;0.054683392;0.077854237;0.062483419;0.144117001;0.187743154;0.316594218
S3;Acuity right;0.042640779;0.030520236;0.015145603;0.016877057;0.076881606;0.053313518;0.038552085;0.055036475;0.185030582;0.158852112;0.11483731;0.208289419
S5;Acuity right;0.011500701;0.029752979;0.043149272;0.020054164;0.027456012;0.063618065;0.095793775;0.054921083;0.075905714;0.13419281;0.264903494;0.173533999
S6;Acuity right;0.012336417;0.02576387;0.014444699;0.016246785;0.02242814;0.05935239;0.043333768;0.065433356;0.076762602;0.188007785;0.162968208;0.307006921
S7;Acuity right;0.02287787;0.036742173;0.012563486;0.012803008;0.03331116;0.07215233;0.042124339;0.054913217;0.124007411;0.221723071;0.150540931;0.213814115
S10;Acuity right;0.019032032;0.021361882;0.012783586;0.01668002;0.025352992;0.040535971;0.035905787;0.063453838;0.178203436;0.172197466;0.14327106;0.264487481
S13;Acuity right;0.025705923;0.046475952;0.01636045;0.026934473;0.047217822;0.084233792;0.035231086;0.059256768;0.150216035;0.199914682;0.113364868;0.188601838
S14;Acuity right;0.019513529;0.027438675;0.023955135;0.019381228;0.033114537;0.055028246;0.054177082;0.071040474;0.090814563;0.175948598;0.155429763;0.264327979
S15;Acuity right;0.01163612;0.025087032;0.032342576;0.018949739;0.016048061;0.046564518;0.079346908;0.052269377;0.061240258;0.143253227;0.326829743;0.183572557
S16;Acuity right;0.023315731;0.029126002;0.013047435;0.016040917;0.032166087;0.061056163;0.038832399;0.06798844;0.103646956;0.19656893;0.134355194;0.275252724
S18;Acuity right;0.021569392;0.02547916;0.017199119;0.024730815;0.021594737;0.046046211;0.044416353;0.073758644;0.071559678;0.17680901;0.190681586;0.278876412
S19;Acuity right;0.014507954;0.030756187;0.026078832;0.014905098;0.024017362;0.072569915;0.073173146;0.037084958;0.08527645;0.214051289;0.274779215;0.130749024
S20;Acuity right;0.041886778;0.035706345;0.015983789;0.01808495;0.064334626;0.069487136;0.041496583;0.05636147;0.148208999;0.161377445;0.133690512;0.208565387
S21;Acuity right;0.018645702;0.04863403;0.019397462;0.015187285;0.026238292;0.090297633;0.04792082;0.050602795;0.102922693;0.210901208;0.142218226;0.222354781
S22;Acuity right;0.023869166;0.041364553;0.015358043;0.031179757;0.041432711;0.082465558;0.039313672;0.062784285;0.138490742;0.224362288;0.116816693;0.173119797
S23;Acuity right;0.010871677;0.024036485;0.027205185;0.020835692;0.018749016;0.0579182;0.059546347;0.083849914;0.071852799;0.190069279;0.174099326;0.253643037
S24;Acuity right;0.015472976;0.02540695;0.019649117;0.015120174;0.03462666;0.056810819;0.046088084;0.041392577;0.173495215;0.239720261;0.170196579;0.159339845
S25;Acuity right;0.010508558;0.010779618;0.008606433;0.015169148;0.024343565;0.040848269;0.028161266;0.054921272;0.156948292;0.219664235;0.137854585;0.28596097
S26;Acuity right;0.009582414;0.021498524;0.021229488;0.015747937;0.022761553;0.065876018;0.078793454;0.038928976;0.083920241;0.227637202;0.290254361;0.121220704
S27;Acuity right;0.006128424;0.009979383;0.004511253;0.005457106;0.020368651;0.077524228;0.028186954;0.017817069;0.088597467;0.49021697;0.161560385;0.08720613
S28;Acuity right;0.01935126;0.028582966;0.013974823;0.012558824;0.037465545;0.072041264;0.038255982;0.039452157;0.157516862;0.273459936;0.141628379;0.162516538
S29;Acuity right;0.012252959;0.024189167;0.01169641;0.013760834;0.037564921;0.077323673;0.046068871;0.042085667;0.168913979;0.273516536;0.14601181;0.143350384
S30;Acuity right;0.006640392;0.010897938;0.01222261;0.017248169;0.025639738;0.044764348;0.058878898;0.070283881;0.069061518;0.149227485;0.227673855;0.300813124
S31;Acuity right;0.009526804;0.014208066;0.009282587;0.015133784;0.040393539;0.049717754;0.030673797;0.052874353;0.224998031;0.228761352;0.124266231;0.194776261
S32;Acuity right;0.008187216;0.014427715;0.012513117;0.015937421;0.029034187;0.053433458;0.050184548;0.046710945;0.140252832;0.240842215;0.214895688;0.168976121
S33;Acuity right;0.0077451;0.011573475;0.008498419;0.016862162;0.030352808;0.047660547;0.03806829;0.06028117;0.146845906;0.209095594;0.173390535;0.241902473
S34;Acuity right;0.00971109;0.011765505;0.015351838;0.010220096;0.02521266;0.034380958;0.067929814;0.030052137;0.123136577;0.166527351;0.37689282;0.126334713
S35;Acuity right;0.007441106;0.014634737;0.004892827;0.006278341;0.045777256;0.057980795;0.019551885;0.021700977;0.366188428;0.298704794;0.067230337;0.088366128
S36;Acuity right;0.009590857;0.016984557;0.010432128;0.011393888;0.044025034;0.062670672;0.044504755;0.036872151;0.191227861;0.242128653;0.201931189;0.126140084
S37;Acuity right;0.015443494;0.021750407;0.012717272;0.014592684;0.049655497;0.065612223;0.043025778;0.049197893;0.154408214;0.219707932;0.169538124;0.182936164
